x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.509745,0.778957,0.581428,0.631796,0.612484,0.458071,0.61898,0.319704,0.598241,0.183134,0.513373,0.4371,0.627614,0.518857,0.689387,0.574592,0.715708,0.592693,0.459728,0.541195,0.64903,0.681005,0.667013,0.724735,0.642589,0.721421,0.430571,0.65969,0.617584,0.787351,0.621138,0.807175,0.584937,0.780049,0.417857,0.773287,0.56844,0.868692,0.577708,0.867648,0.542046,0.8447,Thumbs Up
0.500462,0.777629,0.573071,0.624111,0.608238,0.455595,0.617873,0.320224,0.59732,0.184417,0.516608,0.434052,0.647338,0.536147,0.687224,0.587525,0.690329,0.594418,0.463918,0.538573,0.654684,0.683438,0.662324,0.721705,0.629868,0.713753,0.433246,0.655345,0.616705,0.784416,0.613832,0.801031,0.572908,0.770414,0.417785,0.768952,0.567787,0.864138,0.576368,0.863264,0.540346,0.841566,Thumbs Up
0.49945,0.762656,0.564736,0.61629,0.603012,0.448158,0.614148,0.313049,0.595289,0.179835,0.518237,0.430699,0.670101,0.548949,0.673368,0.597484,0.638569,0.586447,0.463506,0.538803,0.661723,0.688415,0.648183,0.707832,0.601562,0.683778,0.431535,0.654581,0.620221,0.786019,0.608146,0.791363,0.56436,0.755585,0.416616,0.76499,0.574653,0.86329,0.575102,0.857745,0.534566,0.833541,Thumbs Up
0.495294,0.770209,0.568852,0.620589,0.605798,0.452987,0.614729,0.316475,0.594944,0.179271,0.515618,0.427455,0.651243,0.540196,0.68049,0.585965,0.673936,0.587564,0.460164,0.534576,0.653546,0.685516,0.651645,0.704219,0.615275,0.687007,0.427604,0.650868,0.617322,0.78519,0.606179,0.787814,0.561422,0.753111,0.412303,0.764303,0.572135,0.861978,0.573733,0.852044,0.532414,0.827359,Thumbs Up
0.502591,0.763851,0.571861,0.615142,0.605018,0.447654,0.612134,0.312414,0.591191,0.177427,0.506976,0.427054,0.64529,0.536309,0.676717,0.583313,0.668863,0.592383,0.450657,0.535934,0.649953,0.687167,0.654185,0.708893,0.618703,0.70177,0.420554,0.653594,0.614788,0.784511,0.60998,0.788962,0.566209,0.763883,0.406748,0.767541,0.567282,0.861633,0.572648,0.851362,0.531674,0.829341,Thumbs Up
0.504728,0.776821,0.574304,0.625633,0.601383,0.454042,0.608849,0.315379,0.585865,0.182058,0.497335,0.429531,0.60028,0.494709,0.661914,0.552885,0.687059,0.574765,0.444821,0.535746,0.636357,0.664048,0.659461,0.714748,0.637854,0.716853,0.418609,0.656128,0.61187,0.776857,0.612855,0.79817,0.571149,0.776127,0.40742,0.772132,0.564987,0.859858,0.574987,0.859185,0.537453,0.84014,Thumbs Up
0.49912,0.758216,0.56639,0.614098,0.597793,0.448956,0.60903,0.315774,0.588724,0.190688,0.502578,0.427413,0.606627,0.498459,0.663693,0.559797,0.681392,0.580138,0.44788,0.536864,0.63032,0.657744,0.659763,0.710735,0.641061,0.71624,0.420977,0.659524,0.609011,0.774823,0.61781,0.798187,0.577053,0.780586,0.40929,0.775063,0.565318,0.859614,0.581229,0.858913,0.545846,0.841404,Thumbs Up
0.501244,0.765941,0.567658,0.616645,0.598178,0.44949,0.605968,0.316472,0.585218,0.186567,0.501377,0.432316,0.628884,0.525981,0.662308,0.576852,0.657684,0.580789,0.447433,0.544082,0.63787,0.678465,0.646726,0.704722,0.617932,0.692007,0.41874,0.665268,0.608404,0.787161,0.604183,0.792811,0.560868,0.763089,0.405743,0.780493,0.565622,0.866916,0.570466,0.855201,0.530505,0.830098,Thumbs Up
0.503836,0.772135,0.573022,0.622364,0.60116,0.453449,0.607223,0.318701,0.585847,0.187163,0.502825,0.433129,0.636905,0.534466,0.666679,0.590644,0.654105,0.590834,0.449108,0.54306,0.642052,0.6783,0.648257,0.713936,0.612678,0.699528,0.419347,0.663715,0.607162,0.787272,0.60466,0.799371,0.561162,0.7668,0.405163,0.77938,0.56106,0.870336,0.568306,0.863575,0.529366,0.837714,Thumbs Up
0.503866,0.756195,0.573208,0.611333,0.60375,0.447126,0.609063,0.314374,0.586049,0.185915,0.502406,0.442835,0.617004,0.526437,0.665643,0.577735,0.679486,0.59313,0.446167,0.552566,0.634932,0.680601,0.656581,0.71345,0.638859,0.716096,0.416522,0.670937,0.606184,0.789009,0.609583,0.79543,0.573111,0.768752,0.404297,0.782416,0.561964,0.870624,0.572494,0.858491,0.538189,0.833057,Thumbs Up
0.49209,0.738931,0.560391,0.603313,0.598204,0.445698,0.609954,0.317881,0.592024,0.191519,0.512129,0.438023,0.66301,0.562847,0.672666,0.605148,0.643772,0.591058,0.45607,0.551459,0.652956,0.694201,0.640856,0.707435,0.595124,0.681591,0.423541,0.672069,0.610046,0.794855,0.594492,0.787734,0.547641,0.746794,0.405776,0.786755,0.560188,0.871488,0.557095,0.849997,0.516389,0.81809,Thumbs Up
0.504593,0.785436,0.572602,0.634527,0.60342,0.461027,0.607492,0.3234,0.584945,0.186218,0.509721,0.435077,0.638165,0.549644,0.672039,0.597142,0.66936,0.602577,0.453216,0.544639,0.640323,0.693765,0.644037,0.715759,0.609957,0.703883,0.420865,0.663931,0.605202,0.79599,0.599002,0.8011,0.554749,0.770029,0.405524,0.780497,0.561454,0.87454,0.564931,0.863601,0.523894,0.837175,Thumbs Up
0.498161,0.75465,0.564594,0.611284,0.598269,0.451312,0.60557,0.320178,0.584936,0.188193,0.50942,0.440927,0.643083,0.555889,0.665074,0.594102,0.648428,0.589519,0.452636,0.551162,0.645002,0.700951,0.640799,0.709993,0.599845,0.687498,0.42146,0.671372,0.607935,0.803904,0.596761,0.795682,0.550327,0.75843,0.407813,0.787718,0.561223,0.883023,0.560078,0.863118,0.516809,0.832254,Thumbs Up
0.501894,0.770165,0.570778,0.620656,0.601311,0.457129,0.606193,0.31989,0.582792,0.18458,0.502339,0.44576,0.612065,0.527555,0.66733,0.577733,0.684887,0.596502,0.446238,0.554673,0.633171,0.682869,0.657628,0.719478,0.636656,0.72512,0.415941,0.674059,0.604278,0.794533,0.610035,0.801233,0.569627,0.774753,0.404039,0.787938,0.559238,0.879058,0.570788,0.869111,0.531775,0.843371,Thumbs Up
0.50769,0.754811,0.572469,0.614759,0.601536,0.455615,0.609784,0.323709,0.588697,0.195159,0.506132,0.44473,0.61684,0.533736,0.665478,0.584371,0.675332,0.59369,0.449677,0.552955,0.636669,0.684762,0.65695,0.719945,0.632085,0.711796,0.420341,0.672363,0.608806,0.7949,0.612126,0.802071,0.572063,0.770867,0.407799,0.786265,0.563604,0.878669,0.573897,0.868058,0.536791,0.8415,Thumbs Up
0.500371,0.7446,0.565964,0.607795,0.600063,0.449895,0.60983,0.320781,0.590281,0.194255,0.510239,0.43773,0.656886,0.566162,0.675086,0.61423,0.650436,0.601675,0.456058,0.552431,0.648465,0.697587,0.643493,0.721432,0.598042,0.691154,0.425093,0.673318,0.609173,0.798577,0.600903,0.79986,0.554117,0.756733,0.408841,0.787,0.561212,0.87786,0.564423,0.866296,0.52495,0.836782,Thumbs Up
0.496781,0.754606,0.56474,0.610479,0.600205,0.451343,0.608417,0.321287,0.586099,0.188833,0.507895,0.442579,0.637632,0.555251,0.672313,0.596953,0.667599,0.597589,0.451424,0.554131,0.648924,0.700006,0.650645,0.720159,0.611406,0.704125,0.420394,0.674749,0.61226,0.804797,0.603952,0.802403,0.556968,0.765744,0.406165,0.79022,0.564861,0.883722,0.566728,0.867952,0.523325,0.838652,Thumbs Up
0.501004,0.746677,0.567226,0.607103,0.600014,0.44895,0.609725,0.319258,0.590124,0.191163,0.504749,0.446568,0.631187,0.545249,0.66824,0.588273,0.666691,0.5923,0.449607,0.55616,0.64174,0.690781,0.64728,0.709387,0.612099,0.690736,0.42035,0.674959,0.608715,0.796008,0.60218,0.79149,0.558109,0.754221,0.407784,0.788094,0.563072,0.878761,0.565695,0.862061,0.524728,0.833267,Thumbs Up
0.495276,0.744034,0.563824,0.606569,0.599582,0.451691,0.609818,0.321139,0.591186,0.192577,0.499233,0.450344,0.60581,0.523696,0.664119,0.572753,0.688416,0.598335,0.443653,0.557898,0.629062,0.68064,0.650652,0.704249,0.631751,0.701246,0.41442,0.677834,0.605121,0.792878,0.605903,0.792182,0.568673,0.763338,0.401946,0.792815,0.557048,0.878136,0.566494,0.86088,0.531328,0.833761,Thumbs Up
0.491392,0.740397,0.558874,0.603288,0.596745,0.446339,0.609149,0.318337,0.590653,0.193306,0.505762,0.443941,0.636835,0.548387,0.667936,0.59527,0.659627,0.599564,0.448729,0.555782,0.638899,0.69321,0.643769,0.713963,0.609648,0.693564,0.416694,0.675637,0.606164,0.798943,0.597527,0.799625,0.552807,0.763835,0.399949,0.789202,0.555705,0.876663,0.560362,0.862737,0.522332,0.835999,Thumbs Up
0.495165,0.773654,0.565111,0.622354,0.597903,0.456232,0.604325,0.321831,0.581684,0.188095,0.502327,0.446745,0.629467,0.546755,0.66214,0.592885,0.653842,0.597635,0.446128,0.556555,0.639248,0.695563,0.642605,0.714545,0.604912,0.697492,0.416429,0.676774,0.606703,0.800786,0.597859,0.799511,0.550895,0.765289,0.403691,0.792884,0.560805,0.88044,0.563051,0.865153,0.521143,0.838369,Thumbs Up
0.507854,0.784756,0.574972,0.629956,0.601251,0.459635,0.604014,0.321795,0.579982,0.188042,0.496847,0.446441,0.601646,0.520422,0.659209,0.573554,0.678531,0.593686,0.439971,0.555507,0.631184,0.684514,0.653541,0.719701,0.629951,0.718669,0.411773,0.677433,0.604167,0.799039,0.608199,0.807117,0.567385,0.780591,0.401162,0.794306,0.558822,0.884569,0.570202,0.874751,0.532201,0.850026,Thumbs Up
0.487044,0.734437,0.552624,0.594603,0.591896,0.440132,0.604475,0.31525,0.588029,0.192989,0.505039,0.446384,0.642327,0.560527,0.667277,0.595168,0.655357,0.586006,0.449173,0.562949,0.642777,0.698034,0.642221,0.707666,0.60432,0.67771,0.418264,0.684875,0.606837,0.802118,0.59762,0.791753,0.554442,0.750034,0.40313,0.800077,0.560137,0.882527,0.563341,0.862019,0.526316,0.83309,Thumbs Up
0.496751,0.770585,0.563297,0.625489,0.59771,0.461477,0.603733,0.32611,0.581169,0.19062,0.509713,0.443004,0.641511,0.560713,0.670776,0.608707,0.662569,0.614693,0.452845,0.553697,0.645734,0.705264,0.645979,0.729223,0.60878,0.718164,0.420431,0.672848,0.607245,0.806978,0.598017,0.809411,0.551567,0.776868,0.404656,0.787931,0.560188,0.885207,0.560962,0.873211,0.517158,0.846792,Thumbs Up
0.495271,0.769341,0.561862,0.620456,0.596744,0.459896,0.60311,0.327034,0.580258,0.192707,0.508351,0.445058,0.638661,0.556086,0.666694,0.60354,0.652383,0.607198,0.450684,0.55717,0.642175,0.69964,0.646511,0.722109,0.608364,0.711421,0.418181,0.677631,0.607035,0.806001,0.602748,0.80776,0.554902,0.777537,0.403408,0.793098,0.560599,0.886624,0.565171,0.875198,0.520405,0.849679,Thumbs Up
0.493367,0.771814,0.560292,0.62126,0.595184,0.458953,0.602959,0.325893,0.581656,0.191001,0.505462,0.449364,0.637905,0.556765,0.664979,0.603317,0.647717,0.603231,0.448874,0.561216,0.641573,0.700705,0.644146,0.722521,0.602574,0.705882,0.41738,0.68135,0.605888,0.806542,0.600461,0.807322,0.550503,0.772398,0.403293,0.79539,0.560021,0.888138,0.56375,0.877955,0.517484,0.851907,Thumbs Up
0.496141,0.779168,0.565149,0.62729,0.597925,0.464149,0.603869,0.330111,0.581547,0.194516,0.503037,0.44997,0.631469,0.553531,0.66774,0.602964,0.659694,0.608056,0.446625,0.559342,0.639265,0.699567,0.649865,0.728883,0.613324,0.716679,0.41531,0.678524,0.603553,0.804496,0.603931,0.812041,0.557233,0.781828,0.401109,0.792528,0.556242,0.885676,0.565365,0.87968,0.522921,0.856975,Thumbs Up
0.501692,0.785091,0.569375,0.632626,0.598979,0.465751,0.60328,0.330371,0.581,0.198023,0.499677,0.449071,0.611631,0.528099,0.661801,0.58315,0.671171,0.601773,0.442918,0.556549,0.630325,0.686754,0.650252,0.724592,0.623434,0.723327,0.412708,0.67632,0.60153,0.796959,0.606202,0.809358,0.563753,0.785292,0.399087,0.791031,0.554857,0.881515,0.567831,0.876569,0.529436,0.855618,Thumbs Up
0.487544,0.736702,0.555147,0.604124,0.591273,0.450735,0.602386,0.324042,0.58528,0.201564,0.498784,0.440444,0.614945,0.530529,0.658188,0.577763,0.668545,0.598802,0.441266,0.552922,0.633849,0.686343,0.639272,0.707864,0.609712,0.700249,0.411769,0.676354,0.60595,0.795561,0.594726,0.792627,0.551464,0.765001,0.397491,0.794833,0.557642,0.883854,0.558258,0.864136,0.517343,0.836065,Thumbs Up
0.48436,0.757429,0.553454,0.610759,0.591461,0.453009,0.600148,0.320425,0.579831,0.188722,0.497339,0.44873,0.636547,0.550369,0.662978,0.596203,0.648924,0.602615,0.440293,0.560771,0.636485,0.691715,0.64019,0.713142,0.605311,0.707288,0.40833,0.679653,0.599344,0.796647,0.593041,0.794524,0.548259,0.764436,0.393716,0.792824,0.551624,0.879548,0.555969,0.863366,0.51447,0.837099,Thumbs Up
0.486633,0.751753,0.549973,0.604791,0.588081,0.446882,0.599,0.31839,0.579714,0.187956,0.4969,0.448885,0.645458,0.557536,0.656015,0.592771,0.626027,0.582278,0.440841,0.559813,0.641156,0.697381,0.630527,0.702562,0.583127,0.675778,0.409572,0.676723,0.602946,0.797367,0.589576,0.78583,0.540804,0.745294,0.395819,0.78807,0.557585,0.879787,0.556616,0.861023,0.512704,0.832418,Thumbs Up
0.496604,0.770696,0.560448,0.617226,0.592215,0.454025,0.598167,0.320489,0.577497,0.188205,0.493614,0.444187,0.6304,0.540556,0.66443,0.593928,0.652815,0.602845,0.438268,0.555031,0.632175,0.68102,0.645241,0.71008,0.613723,0.7071,0.408138,0.672989,0.599209,0.785731,0.601711,0.791758,0.559224,0.766394,0.396199,0.785458,0.555503,0.8681,0.56675,0.859456,0.528764,0.839911,Thumbs Up
0.483783,0.753953,0.551435,0.613795,0.589291,0.450023,0.601073,0.319402,0.582136,0.193724,0.502508,0.436918,0.650308,0.55282,0.65915,0.605131,0.627461,0.604047,0.447385,0.550359,0.642379,0.691405,0.629999,0.716446,0.581692,0.695487,0.415775,0.670761,0.603748,0.793577,0.588559,0.798847,0.537659,0.764307,0.397587,0.785728,0.556143,0.872479,0.555704,0.86177,0.512216,0.835661,Thumbs Up
0.490982,0.764515,0.557893,0.619944,0.59495,0.455153,0.602535,0.320768,0.581095,0.187275,0.507075,0.439179,0.657589,0.564139,0.656606,0.604038,0.617387,0.589486,0.450187,0.549496,0.645359,0.702069,0.625237,0.710385,0.573351,0.682815,0.41673,0.66683,0.602737,0.798125,0.583174,0.793442,0.531414,0.753662,0.400442,0.779577,0.557254,0.875438,0.550086,0.860772,0.501214,0.831265,Thumbs Up
0.494174,0.770207,0.560679,0.623665,0.59519,0.457772,0.60014,0.322777,0.577553,0.188055,0.504659,0.440556,0.649614,0.56036,0.666675,0.602884,0.647653,0.607026,0.44829,0.550543,0.643279,0.699125,0.63131,0.709973,0.58744,0.696366,0.414981,0.668523,0.603776,0.797038,0.586345,0.793337,0.538021,0.760527,0.399351,0.783658,0.558115,0.876357,0.554511,0.859357,0.509907,0.831489,Thumbs Up
0.494045,0.762441,0.559652,0.61497,0.594412,0.453745,0.600145,0.322145,0.57866,0.18825,0.501951,0.443128,0.646363,0.555928,0.65987,0.600048,0.63258,0.596849,0.445507,0.554262,0.641936,0.694827,0.633708,0.710347,0.588344,0.692834,0.413734,0.67274,0.60419,0.795803,0.591872,0.794627,0.542243,0.761095,0.399363,0.786724,0.559277,0.876554,0.56127,0.862862,0.517315,0.836454,Thumbs Up
0.502142,0.761564,0.567895,0.61416,0.597933,0.453559,0.600828,0.321058,0.577226,0.190171,0.497629,0.446824,0.620576,0.536415,0.658675,0.583563,0.658283,0.597311,0.440389,0.556454,0.632376,0.687138,0.641563,0.711861,0.609657,0.709026,0.410216,0.675251,0.600312,0.793596,0.597891,0.7931,0.554898,0.765523,0.397256,0.789393,0.554424,0.877473,0.562921,0.862784,0.524479,0.838322,Thumbs Up
0.484305,0.763416,0.555694,0.615843,0.590786,0.452679,0.601426,0.32145,0.580791,0.191959,0.492536,0.452547,0.603896,0.533135,0.656449,0.581651,0.669698,0.600174,0.435785,0.562922,0.625063,0.68953,0.641171,0.712083,0.611655,0.704684,0.407287,0.683433,0.595504,0.79532,0.596577,0.792469,0.554115,0.762971,0.395731,0.797158,0.553639,0.880049,0.56254,0.863936,0.525245,0.841134,Thumbs Up
0.503314,0.784423,0.571938,0.63172,0.597393,0.463643,0.599984,0.327013,0.577301,0.195308,0.492267,0.449779,0.591876,0.522465,0.653965,0.581418,0.678966,0.609512,0.435335,0.558029,0.60874,0.672661,0.641811,0.712096,0.628473,0.722988,0.405436,0.680463,0.57955,0.786555,0.59764,0.79515,0.568909,0.775799,0.393723,0.798295,0.540089,0.878847,0.560222,0.866399,0.532359,0.844051,Thumbs Up
0.476108,0.747509,0.544618,0.6092,0.58467,0.452774,0.599037,0.325941,0.586218,0.201331,0.500296,0.451177,0.63077,0.560329,0.665582,0.602094,0.662103,0.609145,0.440908,0.571592,0.632154,0.706709,0.634967,0.722074,0.596151,0.701942,0.409878,0.70055,0.597697,0.818075,0.59274,0.809297,0.549306,0.773503,0.392937,0.820407,0.545296,0.897992,0.549355,0.874189,0.510432,0.84375,Thumbs Up
0.495816,0.777268,0.568719,0.625932,0.598215,0.464129,0.599509,0.33226,0.577173,0.197228,0.500776,0.453097,0.61952,0.562135,0.666464,0.614284,0.669385,0.617277,0.441327,0.566338,0.621545,0.694957,0.643736,0.721112,0.617613,0.710402,0.409333,0.688941,0.586862,0.803782,0.599959,0.804796,0.56223,0.772749,0.396588,0.801524,0.545457,0.889752,0.562722,0.873797,0.528412,0.843648,Thumbs Up
0.484727,0.773369,0.556345,0.629288,0.588318,0.462679,0.596965,0.329527,0.574505,0.200358,0.490814,0.467125,0.605362,0.563268,0.647125,0.599127,0.647991,0.59574,0.43219,0.581926,0.623894,0.711703,0.624123,0.728267,0.576567,0.708101,0.402707,0.7077,0.589953,0.819485,0.589579,0.81012,0.546928,0.775952,0.389303,0.825875,0.544836,0.90147,0.553781,0.877224,0.518439,0.848738,Thumbs Up
0.492005,0.784015,0.561141,0.638179,0.590069,0.473543,0.59454,0.338038,0.572527,0.204488,0.493452,0.466787,0.621178,0.579519,0.651514,0.615432,0.642444,0.605808,0.435645,0.579417,0.627019,0.716292,0.625488,0.729589,0.581517,0.705191,0.403683,0.701302,0.587298,0.818975,0.583701,0.809844,0.540366,0.77047,0.389696,0.817536,0.542183,0.904837,0.547586,0.881606,0.508785,0.849172,Thumbs Up
0.465749,0.764004,0.538108,0.622694,0.580396,0.465553,0.594348,0.335624,0.576021,0.20825,0.495603,0.473119,0.630485,0.585416,0.654725,0.61925,0.638352,0.610572,0.436016,0.589329,0.629104,0.722665,0.622203,0.733631,0.571752,0.708571,0.402568,0.714489,0.589295,0.828278,0.582963,0.81514,0.536908,0.776475,0.384394,0.831497,0.538719,0.913381,0.543156,0.888701,0.504374,0.858226,Thumbs Up
0.479969,0.78654,0.55083,0.636566,0.588494,0.473578,0.59642,0.340094,0.578011,0.204038,0.495726,0.471179,0.644676,0.599173,0.65708,0.636159,0.629723,0.615486,0.4346,0.584103,0.628015,0.727807,0.623022,0.733986,0.576929,0.699557,0.398721,0.704156,0.581348,0.820491,0.582079,0.811799,0.541209,0.76801,0.382693,0.81621,0.535813,0.903729,0.548397,0.880932,0.513808,0.845656,Thumbs Up
0.469224,0.758336,0.541044,0.617476,0.583939,0.460846,0.595234,0.332966,0.577046,0.20319,0.499432,0.473179,0.648955,0.603456,0.650165,0.629073,0.615152,0.607062,0.439409,0.589263,0.634911,0.734117,0.615656,0.728496,0.562045,0.691843,0.404793,0.710764,0.588755,0.831114,0.574452,0.810974,0.528056,0.765395,0.387725,0.824012,0.540465,0.912026,0.537938,0.880122,0.49645,0.843316,Thumbs Up
0.477424,0.800696,0.553606,0.644172,0.588565,0.473683,0.594631,0.335972,0.574487,0.201636,0.486718,0.470782,0.615644,0.579979,0.653622,0.622593,0.652036,0.619219,0.428665,0.582728,0.613384,0.716821,0.62541,0.731035,0.593152,0.716177,0.395928,0.702044,0.572303,0.81262,0.584495,0.811557,0.553742,0.782214,0.382549,0.813651,0.533109,0.894996,0.552678,0.878566,0.526879,0.85399,Thumbs Up
0.461339,0.798105,0.538145,0.637136,0.580658,0.479792,0.591417,0.345989,0.578695,0.205381,0.486879,0.48176,0.63678,0.597242,0.651275,0.631624,0.632425,0.615483,0.430497,0.593417,0.621692,0.726745,0.61862,0.73079,0.583011,0.705723,0.39621,0.710369,0.577852,0.821366,0.578692,0.810601,0.546555,0.771162,0.382257,0.818467,0.529827,0.903989,0.540577,0.880326,0.509854,0.847485,Thumbs Up
0.471408,0.777101,0.546185,0.631425,0.585466,0.469311,0.591718,0.337671,0.573119,0.203202,0.498839,0.474611,0.645075,0.601087,0.651466,0.634093,0.621476,0.613407,0.436497,0.587003,0.626632,0.731674,0.613346,0.729577,0.565088,0.696502,0.399589,0.706798,0.578451,0.825257,0.570965,0.811144,0.528726,0.768739,0.383087,0.81692,0.532375,0.903839,0.537401,0.87657,0.499781,0.839882,Thumbs Up
0.464263,0.796955,0.538123,0.643275,0.580709,0.483025,0.591655,0.349093,0.577515,0.211087,0.492251,0.481356,0.648915,0.605132,0.654738,0.640535,0.624588,0.624981,0.434337,0.594679,0.626584,0.731802,0.617399,0.73581,0.574263,0.713563,0.398818,0.714429,0.578301,0.825181,0.576215,0.816819,0.539203,0.782629,0.383257,0.827051,0.531745,0.909165,0.541497,0.884758,0.509498,0.854019,Thumbs Up
0.461441,0.78832,0.536785,0.638401,0.58203,0.482568,0.5925,0.351445,0.577124,0.21487,0.500512,0.477814,0.653541,0.612408,0.655173,0.650038,0.620899,0.633649,0.440178,0.59021,0.628798,0.739051,0.615955,0.743393,0.568851,0.716395,0.402041,0.709191,0.577825,0.829431,0.574571,0.820072,0.536382,0.78219,0.3825,0.821753,0.528832,0.908871,0.53725,0.8838,0.504272,0.851168,Thumbs Up
0.464431,0.790536,0.541602,0.639239,0.581442,0.483465,0.590024,0.353013,0.576699,0.213415,0.49326,0.488631,0.641696,0.603814,0.653254,0.637654,0.627459,0.623931,0.435153,0.599788,0.622524,0.734569,0.616515,0.735855,0.574806,0.709548,0.400231,0.717941,0.577167,0.828586,0.574016,0.815771,0.534662,0.777858,0.385131,0.827701,0.528168,0.910483,0.534558,0.883395,0.497628,0.849094,Thumbs Up
0.470781,0.784248,0.542578,0.639737,0.584033,0.477583,0.592715,0.344009,0.57597,0.207754,0.499506,0.488324,0.654345,0.618429,0.649288,0.63995,0.611237,0.614109,0.436357,0.602117,0.630763,0.747409,0.607145,0.73613,0.554191,0.702404,0.399512,0.722356,0.582394,0.837819,0.566516,0.818509,0.52192,0.777429,0.382665,0.834242,0.533336,0.915411,0.532029,0.882353,0.491853,0.84574,Thumbs Up
